Start,End,Lobbyist,Client,Industry,Cluster,Address,Confidence
2013-12-20,2014-12-20,Richard Suttle,Amstar Group,Real Estate Investment/Development,46,"1050 17th Street, Suite 1200
Denver, Colorado 80265
(39.7485865970005, -104.99422913999967)",0.894896234785
2013-12-20,2015-12-23,Richard Suttle,Blenheim,Real Estate Investment/ Development,242,"5949 Sherry Lane, Suite 1230
Dallas, Texas 75225
(32.86232755500049, -96.81010002499966)",0.901696733066
2013-12-20,2015-12-23,Richard Suttle,Carma Texas,Real Estate Investment/Development,54,"9737 Great Hills Trail, Suite 260
Austin, Texas 78759
(30.39442428500047, -97.75220899899966)",0.902408118759
2013-12-20,2015-12-23,Richard Suttle,Concordia University,Education,56,"3400 North IH-35
Austin, Texas 78705
(30.292743355000482, -97.74027859399968)",0.863384966339
2013-12-20,2016-12-23,Richard Suttle,Cypress Realty,Real Estate Development,515,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.811788970232
2013-12-20,2014-12-20,Richard Suttle,Endeavor Real Estate Group,Real Estate Development,62,"221 West 6th Street, Suite 1300
Austin, Texas 78702
(30.26857366200045, -97.74469865799966)",0.483859883772
2013-12-20,2014-12-20,Richard Suttle,Four Seasons Hotel,Hotel,65,"98 San Jacinto Boulevard
Austin, Texas 78701
(30.262322349000442, -97.74231207299965)",0.886001403843
2013-12-20,2014-12-20,Richard Suttle,Hyde Park Baptist Church,Religious Assembly,69,"3901 Speedway
Austin, Texas 78751
(30.302484493000463, -97.73230499699969)",0.873299573149
2013-12-20,2014-12-20,Richard Suttle,Jewish Community Association of Austin,Real Estate Development,61,"221 West 6th Street, Suite 1300
Austin, Texas 78702
(30.26857366200045, -97.74469865799966)",0.882843051638
2013-12-20,2014-12-20,Richard Suttle,Meredith Family Revocable Trust,Real Estate Development,79,"248 Addie Roy Road, Suite C200
Austin, Texas 78746
(30.31060362000045, -97.84440106999966)",0.897873384612
2013-12-20,2015-12-23,Richard Suttle,North Austin MUD No. 1,Municipal Utility District,82,"9517 Old McNeil Rd
Austin, Texas 78758
(30.378726120000465, -97.72408993199969)",0.917122391137
2013-12-20,2016-12-23,Richard Suttle,Robinson Ranch,"Investment, development, zoning and related activities",946,"4900 Howard Lane
Austin, Texas 78728
(30.446445155000447, -97.71385998899967)",0.809231247753
2013-12-20,2014-12-20,Richard Suttle,James Schneider,Private Property Owner,262,"P.O. Box 50325
Austin, Texas 78763
(30.29689283500045, -97.76702644799968)",0.888871216774
2013-12-20,2016-12-23,Richard Suttle,Speedy Stop,Real Estate Investment/Development,87,"P.O. Box 1876
Victoria, Texas 77902
(28.797261982000464, -97.00683731999965)",0.915753028222
2013-12-20,2014-12-20,Richard Suttle,Trudy's Texas Star,Restaurant,92,"8133 Mesa, Suite 206
Austin, Texas 78759
(30.37365329500045, -97.75584513599966)",0.882840867553
2013-12-20,2014-12-20,Richard Suttle,W and G Partnership,Real Estate Development,417,"2700 Via Fortuna, Suite 140
Austin, Texas 78746
(30.25285417900045, -97.80036827599969)",0.912695986884
2013-12-20,2015-12-23,Richard Suttle,T. Stacy and Associates,Real Estate Development,993,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270659408000483, -97.74181106699967)",0.5648690573
2013-12-20,2014-12-20,Richard Suttle,Westbank Community Library District,Real Estate Development,766,"1309 Westbank Drive
Austin, Texas 78746
(30.274323970000466, -97.81182388599967)",0.892221357141
2013-12-20,2014-12-20,Richard Suttle,Randy Wilson,Private Property Owner,98,"1301 Rio Grande
Austin, Texas 78701
(30.277239987000485, -97.74676189999968)",0.904032993317
2013-12-20,2014-12-20,Richard Suttle,Stream Realty,Real Estate,949,"400 West 15th St., Ste 1250
Austin, Texas 78701
(30.275937137000483, -97.73568411699966)",0.874763331243
2013-12-20,2015-12-23,Richard Suttle,EHB Companies,Real Estate Investment/Development,104,"9755 West Charleston Blvd
Las Vegas, Nevada 89117
(36.158874556000455, -115.30851806699968)",0.882832169533
2013-12-20,2014-12-20,Richard Suttle,183 BLW,Real Estate Investment,1,"P.O. Box 9190
Austin, Texas 78766
(30.354472848000455, -97.73618994399965)",0.857268148661
2013-12-20,2015-12-23,Richard Suttle,Accelerator Holdings,Real Estate Investment/Development,517,"301 Congress Avenue, Suite 220
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.900297616209
2013-12-20,2015-12-23,Richard Suttle,AvalonPark Texas,Real Estate Investment/Development,111,"3680 Avalon Park East Boulevard, Suite 300
Orlando, Florida 32828
(28.51152695200045, -81.15417057599967)",0.911851078272
2013-12-20,2015-12-23,Richard Suttle,David and Suzanne Booth,Real Estate Investment/Development,115,"1299 Ocean Avenue, 11th Floor
Santa Monica, California 90401
(34.01551134200048, -118.49969839999972)",0.917669415474
2013-12-20,2016-12-23,Richard Suttle,The Brohn Group,Real Estate Investment/Development,118,"3121 Wild Canyon Loop
Austin, Texas 78730
(30.377523944000473, -97.90791503299965)",0.871245933431
2013-12-20,2014-12-20,Richard Suttle,Creek 620,Real Estate Investment/Development,120,"3809 Juniper Trace
Austin, Texas 78738
(30.30798370600047, -97.93439369299966)",0.890121570655
2013-12-20,2016-12-23,Richard Suttle,CRV Shoreline,Real Estate Investment/Development,516,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.900297616209
2013-12-20,2015-12-23,Richard Suttle,The Dovetail Companies,Real Estate Investment/Development,125,"1550 Timothy Road, Suite 201
Athens, Georgia 30606
(33.93375747200048, -83.43629209999966)",0.893308137144
2013-12-20,2015-12-23,Richard Suttle,Jeffery C. Garvey,Private Property Owner/Real Estate Investment/Development,131,"3907 Balcones Drive
Austin, Texas 78731
(30.318476390000455, -97.7656295439997)",0.907983601093
2013-12-20,2015-12-23,Richard Suttle,Bob Gregory,Real Estate Investment/Development,136,"P.O. Box 17126
Austin, Texas 78760
(30.213851089000457, -97.73350907599968)",0.870902132988
2013-12-20,2015-12-23,Richard Suttle,Liz Lambert,Private Property Owner/Real Estate Investment/Development,140,"1316 South Congress
Austin, Texas 78704
(30.25055168600045, -97.7493794449997)",0.889238965511
2013-12-20,2015-12-23,Richard Suttle,P&S Investments I,Real Estate Investment/ Development,757,"8208 Long Canyon
Austin, Texas 78730
(30.371567549000474, -97.81519589899966)",0.908139782293
2013-12-20,2014-12-20,Richard Suttle,Scott Sayers,Real Estate Investment/Development,145,"1800 Nueces
Austin, Texas 78701
(30.28134159700045, -97.74413014199968)",0.905381858349
2013-12-20,2015-12-23,Richard Suttle,Speakeasy,Restaurant/Bar,411,"P.O. Box 684847
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)",0.906356049435
2013-12-20,2014-12-20,Richard Suttle,Walton International Group,Real Estate Investment/Development (Canada M5J2TE Address),153,"Bay Wellington Tower, Suite 3630 Bce Pl, 181 Bay Street
Toronto,Ontario
(39.52368635500045, -99.11415045099966)",0.885111086071
2013-12-20,2015-12-23,Richard Suttle,Austin Achieve,Public School,157,"5908 Manor Road
Austin, Texas 78723
(30.30705749800046, -97.67971484299966)",0.823669719069
2013-12-20,2015-12-23,Richard Suttle,KIPP Austin Public School,Public School,159,"8509 FM 969, Bldg 513
Austin, Texas 78757
(30.27703626900046, -97.6376552749997)",0.894955230611
2013-12-20,2014-12-20,Richard Suttle,Urban Outfitters,Real Estate,161,"5000 South Broad Street
Philadelphia, Pennsylvania 19112
(39.88993802600049, -75.17589250399965)",0.902164957353
2013-12-20,2015-12-23,Richard Suttle,Taylor Morrison,Developer,345,"11200 Lakeline Blvd., Suite 150A
Austin, Texas 78717
(30.480108025000447, -97.79748542299967)",0.886570775509
2013-12-20,2015-12-23,Richard Suttle,Ryan Street and Associates,Real Estate,165,"2141 Exposition Blvd., Ste B-140
Austin, Texas 78703
(30.295499105000488, -97.76893346699967)",0.900505666222
2013-12-20,2015-12-23,Richard Suttle,Jim Gallegos,Real Estate,167,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)",0.89962079525
2013-12-20,2014-12-20,Richard Suttle,Austin Quality Schools Collaborative,Public School,499,"PO Box 163991
Austin, Texas 78716
(30.273521050000454, -97.79924900799966)",0.909929498246
2010-12-16,2011-12-16,Sarah Crocker,MU 13,Developer,1008,"7200 Mopac, Suite 400
Austin, Texas 78731
(30.308960862000447, -97.75720579499966)",
2011-11-18,2012-11-17,Brandon Aghamalian,Connecticut General Life Insurance Company,Healthcare Providor,895,"900 Cottage Grove Road
Hartford, Connecticut 06152
(41.790870579000455, -72.66109802799963)",0.926938513915
2013-10-28,2014-10-28,Michele Haussmann,MBC Engineers,Real Estate Development,179,"1035 Central Parkway North
San Antonio, Texas 78232
(29.571421210000437, -98.47766785699969)",0.882876104116
2013-10-28,2014-10-28,Michele Haussmann,Austin Fairchild Management,Real Estate Developement,181,"101 West 6th Street, Suite 340
SanAntonio, Texas 78701
(30.267963692000478, -97.7426081749997)",0.912795573473
2013-10-28,2015-10-09,Michele Haussmann,6ixth Street Austin,Real Estate Development,959,"525 E. Sixth Street
Austin, Texas 78701
(30.266554244000474, -97.73747731299966)",0.881672096252
2011-10-21,2012-10-20,Jack Kirfman,AFSCME 1624,Labor Union,850,"7901 Cameron Road
Austin, Texas 78754
(30.33314411800046, -97.68587495699967)",0.862567991018
2012-10-19,2013-10-19,Frank Del Castillo,Cornerbrook Development,Multi-family Development,202,"1025 Dulles Avenue, Suite 815
Stafford, Texas 77477
(29.61130097500046, -95.5824287209997)",0.893794119358
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",HDR,Engineering Firm,207,"4401 West Gate Boulevard, Suite 400
Austin, Texas 78745
(30.234185515000433, -97.80055422799967)",0.897271335125
2013-10-08,2015-10-16,"Derlis ""Trey"" Salinas III",AMD,High Tech,1011,"5204 East Ben White Boulevard
Austin, Texas 78741
(30.21423769000046, -97.7248076839997)",
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",Endeavor Real Estate Group,Real Estate Development,62,"221 West 6th Street, Suite 1300
Austin, Texas 78702
(30.26857366200045, -97.74469865799966)",0.483859883772
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",Wal-Mart,Retail Merchant,213,"2001 SE 10th Street
Bentonville, Arkansas 72716
(36.359029105000445, -94.19227656099969)",0.699516510963
2013-10-08,2015-10-16,"Derlis ""Trey"" Salinas III",West Austin Youth Association,Youth Recreational Facility,200,"1314 Exposition Bouldvard
Austin, Texas
(30.28926648100048, -97.7729657759997)",0.933000564575
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",Southwest Securities,Water District Issues,1012,"701 Brazos Street, Suite 400
Austin, Texas 78701
(30.269180080000467, -97.74090144099966)",
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",3 Point Partners,Public Affairs,767,"1221 South Mopac, Suite 365
Austin, Texas 78746
(30.263786279000442, -97.78663623099965)",0.88161996007
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",Simon Property Group,Real Estate,216,"115 West Washington Street
Indianapolis, Indiana 46204
(39.76710365600047, -86.16017114999966)",0.858523014188
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",InSinkErator,Food Disposal,220,"InSinkErator 4700 Twenty-First Street
Racine, Wisconsin 53406
(42.70416811300049, -87.83708941899965)",0.932942163944
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",Southside Wrecker,Towing,223,"8200 S. Congress
Austin, Texas 78745
(30.176500032000433, -97.78419990099968)",0.845298320055
2013-10-08,2014-10-08,"Derlis ""Trey"" Salinas III",Cypress Realty,Real Estate Development,515,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.75590771238
2013-10-08,2015-10-16,"Derlis ""Trey"" Salinas III",Neal Richards Group,Real Estate,809,"3030 Olive Street, Suite 220
Dallas, Texas 75219
(32.78905381000044, -96.8089957199997)",0.906057655811
2013-10-08,2015-10-16,"Derlis ""Trey"" Salinas III",AT&T,Telecommunications,660,"816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.917842999101
2013-10-08,2015-10-16,"Derlis ""Trey"" Salinas III",North Austin MUD No. 1,Municipal Utility District,82,"9517 Old McNeil Rd
Austin, Texas 78758
(30.378726120000465, -97.72408993199969)",0.917122391137
2013-10-07,2015-10-15,David Hartman,Ledcor Properties Company,Real Estate,896,"1200, 1067 W Cordova St, Vancouver CANADA
British Columbi, California 00000
(36.37410717000046, -119.27022687999971)",0.889558573564
2013-10-07,2014-10-07,David Hartman,Texas Research International,Real Estate,231,"9063 Bee Caves Road
Austin, Texas 78733
(30.317601256000444, -97.86757734199966)",0.874195555846
2013-10-07,2015-10-15,David Hartman,Oden Hughes,Real Estate,712,"600 Congress Avenue, Suite 200
Austin, Texas 78701
(30.268231368000443, -97.74280004999969)",0.880882970989
2013-10-07,2014-10-07,David Hartman,Lincoln Property Company,Real Estate Development,236,"2000 McKinney Ave., Ste 1000
Dallas, Texas 75201
(32.79110071800045, -96.8034199549997)",0.876229383051
2013-10-07,2015-10-15,David Hartman,Mark Cathcart,Real Estate,240,"605 W. Johanna
Austin, Texas 78704
(30.245793913000455, -97.75763951699969)",0.896333316962
2013-10-07,2014-10-07,Mary Stratmann,Mark Cathcart,Real Estate,240,"605 W. Johanna
Austin, Texas 78704
(30.245793913000455, -97.75763951699969)",0.896333316962
2013-10-07,2014-10-07,Mary Stratmann,Perry Estates,Real Estate,238,"4100 Red River St.
Austin, Texas 78751
(30.299776773000474, -97.72234800099966)",0.861023300886
2013-10-07,2014-10-07,David Hartman,Sackmann Enterprises,Real Estate,249,"165 West 73rd Street
New York, New York 10023
(40.77888888400048, -73.98009977199968)",0.887205009659
2013-10-01,2016-10-05,Steven Metcalfe,Taurus of Texas GP,Real Estate,928,"9285 Huntington Square
North Richland, Texas 76180
(32.84034173900045, -97.22128941199969)",0.856055393815
2013-10-01,2014-10-01,Steven Metcalfe,AustinSeventyOne,Real Estate,1016,"4402 Lakeway Boulevard
Austin, Texas 78734
(30.363639112000442, -98.00345187699969)",
2013-10-01,2014-10-01,Steven Metcalfe,Harrod Properties,Real Estate Development,1017,"5550 W. Executive Drive, Suite 550
Tampa, Florida 33609
(27.946872724000457, -82.53873113899965)",
2013-10-01,2014-10-01,Steven Metcalfe,Regents School of Austin,Real Estate Develoment,926,"3230 Travis Country Circle
Austin, Texas 78735
(30.25620888500049, -97.84433181499969)",0.887813945611
2013-10-01,2016-10-05,Steven Metcalfe,First Hartford Realty,Real Estate Develoment,256,"PO Box 1270
Manchester, Connecticut 06045
(41.79881324900049, -72.51483645299965)",0.909607129438
2013-10-01,2014-10-01,Steven Metcalfe,JMI,Real Estate,1020,"111 Congress
Austin, Texas 78701
(30.26417002700049, -97.74418107099967)",
2013-10-01,2014-10-01,Steven Metcalfe,The Dinerstein Companies,Real Estate,259,"1011 Camino del Mar, Suite 268
Del Mar, California 92014
(32.954610826000476, -117.2633489269997)",0.699722349644
2013-10-01,2014-10-01,Steven Metcalfe,McShane Development,Real Estate Development,662,"816 Congress Avenue, Suite 1680
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.899753129482
2013-10-01,2014-10-01,Steven Metcalfe,Heiser Development,Real Estate Development,1023,"901 S. MoPac, Barton Oaks #2, Suite 505
Austin, Texas 78746
(30.290922797000462, -97.80955970699966)",
2013-10-01,2016-10-05,Steven Metcalfe,Sutton Company,Real Estate,267,"89 Rainey Street
Austin, Texas 78701
(30.259889572000475, -97.73832179699968)",0.852843597531
2013-10-01,2014-10-01,Steven Metcalfe,Morgan Group,Real Estate,268,"5606 S. Rice Ave
Houston, Texas 77081
(29.72132077800046, -95.46815214899965)",0.942312
2013-10-01,2014-10-01,Steven Metcalfe,Butler Family Partnership,Real Estate Development,63,"PO Box 9190
Austin, Texas 78766
(30.354472848000455, -97.73618994399965)",0.890247503916
2013-10-01,2014-10-01,Steven Metcalfe,Cameron and Killingsworth- Pflugerville 292,Real Estate Development,1027,"8800 N. Gainey Center Dr., Ste 255
Scottsdale, Arizona 85258
(33.56642350700048, -111.9131269559997)",
2013-10-01,2014-10-01,Steven Metcalfe,Crescent Recourses,Real Property Owners,274,"11 Village Park Square
Bluffton, South Carolina 29910
(32.208338050000464, -80.88120917899965)",0.895962131023
2013-10-01,2014-10-01,Steven Metcalfe,Reagan National Advertising,Outdoor Advertising,655,"9211 U.S. Highway 290 East
Austin, Texas 78724
(30.289480256000445, -97.63196629699968)",0.574489907785
2013-10-01,2014-10-01,Steven Metcalfe,Austin Aquatics and Sports Academy,Real Estate,279,"12109 Rayner Place
Austin, Texas 78738
(30.286833705000447, -97.94503916599967)",0.942312
2013-10-01,2014-10-01,Steven Metcalfe,Fifth Generation Tasting,Real Estate,1029,"1406 Smith Road, Unit C
Austin, Texas 78721
(30.25738809900048, -97.6787554719997)",
2013-10-01,2014-10-01,Steven Metcalfe,Sage South Shore,Real Estate,280,"3267 Bee Caves Road, Suite 107-164
Austin, Texas 78746
(30.27474680500046, -97.80099719799966)",0.942312
2013-09-05,2015-09-04,John Joseph,Braker Valley,Land Development,24,"524 North Lamar Boulevard, Suite 203
Austin, Texas 78703
(30.27122318600044, -97.75418814799968)",0.896604925394
2013-09-05,2015-09-04,John Joseph,A and M Option 541,Real Estate Development,290,"16380 Addison Road
Addison, Texas 75001
(32.97326257900045, -96.83028352799965)",0.811980919404
2013-09-05,2015-09-04,John Joseph,"Coats, Rose, Yale, Ryman and Lee",Practice of Law,292,"Barton Oaks Plaza, 901 S MoPac, Bld 1, Suite 500
Austin, Texas 78746
(30.290922797000462, -97.80955970699966)",0.897380173206
2013-09-05,2014-09-05,John Joseph,Rob Roy Homeowners Association,Neighborhood Association,739,"115 Wild Basin Road, Suite 308
Austin, Texas 78746
(30.305492892000473, -97.8260344309997)",0.890513288975
2013-09-05,2014-09-05,John Joseph,Balcones Country Club Membership Association,Real Estate Development,1031,"8600 Balcones Drive, # 530
Austin, Texas 78752
(30.31375241000046, -97.76754615199968)",
2013-09-05,2014-09-05,John Joseph,SC Lantana Investors,Real Estate Development,890,"1802 West Avenue, #100
Austin, Texas 78701
(30.28207119400048, -97.74619930499966)",0.942312
2013-09-05,2014-09-05,John Joseph,Austin Presbetyrian Theological Seminary,Religious Organization,301,"100 East 27th Street
Austin, Texas 78705
(30.291727685000467, -97.73770827299967)",0.942312
2013-09-05,2014-09-05,John Joseph,GHI Partners,Real estate development,303,"5514 Shoalwood Ave.
Austin, Texas 78756
(30.331148388000486, -97.74297178899968)",0.87116
2013-09-05,2015-09-04,John Joseph,Brady Ohman,Property Owner,305,"1604 Bridgeway
Austin, Texas 78704
(30.242526127000474, -97.77370840099968)",0.881766
2013-09-05,2014-09-05,John Joseph,APAC- Tecas,Sand and gravel mining,1034,"1 Chisholm Trail # 451
Round Rock, Texas 78681
(30.514362334000452, -97.68951820099966)",
2013-09-03,2014-09-03,Carlos Lopez,HNTB,"Architecture, engineering and planning services",493,"2350 Kerner Blvd., Ste 250
San Rafael, California
(37.94720506900046, -122.4886642509997)",0.884800851345
2013-08-20,2014-08-20,Alice Myers,McDonalds,Quick Service Food,745,"5508 Highway 290 West, Suite 100
Austin, Texas 78735
(30.237107454000466, -97.84068083999966)",0.869231685996
2011-08-17,2012-08-16,Travis Phillips,Austin Flower Co.,Property Owner,246,"1612 West 35th Street
Austin, Texas 78731
(30.307624830000464, -97.7512970039997)",0.840345
2011-08-17,2012-08-16,Travis Phillips,The Brick Oven Restaurant,Property Owner,415,"1608 West 35th Street
Austin, Texas 78703
(30.30742466500044, -97.75099379499966)",0.87264303863
2011-08-17,2012-08-16,Travis Phillips,Cathedral of Junk,Property Owner,348,"4422 Lareina Drive
Austin, Texas 78704
(30.218588025000486, -97.77138103699968)",0.838085755706
2011-08-17,2012-08-16,Travis Phillips,Elan Hair Salon,Property Owner,395,"1601 West 38th Street, Suite 10
Austin, Texas 78731
(30.30888504200044, -97.75021326899969)",0.876460105181
2011-08-17,2012-08-16,Travis Phillips,Kerbey Lane Cafe,Property Owner,360,"3704 Kerbey Lane
Austin, Texas 78731
(30.30792685500046, -97.7503163129997)",0.755042831103
2011-08-17,2012-08-16,Travis Phillips,"Keyes, Mary Alice",Real Property Owner,365,"1214 West 9th Street
Austin, Texas 78703
(30.27588620700044, -97.75711956099968)",0.88015858829
2011-08-17,2012-08-16,Travis Phillips,"Lorenz, Perry",Property Owner,372,"1311-A East 6th Street
Austin, Texas 78702
(30.26396287600045, -97.72929547199965)",0.888833686062
2011-08-17,2012-08-16,Travis Phillips,Antolin Aguirre,Mobile Vending,379,"7900 Peaceful Hill Lane
Austin, Texas 78748
(30.181249514000456, -97.7877436549997)",0.891076609492
2011-08-17,2012-08-16,Travis Phillips,Robert Ehrlich,Property Owner,320,"1601 W. 38th Street, Suite 206
Austin, Texas 78731
(30.30888504200044, -97.75021326899969)",0.891030013561
2011-08-17,2012-08-16,Travis Phillips,Prevarian Hospital Partners,Property Owner,399,"5949 Sherry Lane, Suite 835
Dallas, Texas 75225
(32.86232755500049, -96.81010002499966)",0.897874327806
2011-08-17,2012-08-16,Travis Phillips,Radec Management,Property Management,905,"P. O. Box 29837
Austin, Texas 78735
(30.25409018600044, -97.86540606199969)",0.924829304218
2011-08-17,2012-08-16,Travis Phillips,Subway,Property Owner,1035,"3710 Crawford Street
Austin, Texas 78731
(30.30773616400046, -97.74914611599968)",
2011-08-17,2012-08-16,Travis Phillips,Trilogy Enterprises,Property Owner,741,"6011 West Courtyard Drive
Austin, Texas 78730
(30.35503674500046, -97.79712180899969)",0.881171263181
2011-08-17,2012-08-16,Travis Phillips,Wendow,Property Owner,1036,"1512 West 35th Street, Suite 100
Austin, Texas 78731
(30.307167648000473, -97.75043475399968)",
2011-08-17,2012-08-16,Travis Phillips,Zachary Scott Theatre,Property Owner,409,"1510 Toomey Road
Austin, Texas 78704
(30.263865635000457, -97.75947772099966)",0.880573183298
2013-08-07,2015-08-20,Leslie Ward,AT&T,Telecommunications,660,"816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.917842999101
2013-08-06,2014-08-06,David Nichols,AT&T,Telecommunications,660,"816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270450952000488, -97.7419496439997)",0.917842999101
2013-07-23,2014-07-23,Kevin Flahive,Marvin Petzolt,Resl Estate Development,1038,"10313 Circle Drive
Austin, Texas 78736
(30.244724800000483, -97.93469760699969)",
2013-07-18,2015-07-18,Pamela Madere,RKS Texas Investments,Real Estate Development,293,"601 Sonterra Blvd.
San Antonio, Texas 78258
(29.616228118000436, -98.49417526199966)",0.873705732822
2013-07-18,2014-07-18,Pamela Madere,SC Lantana Investors,Real Estate Development,890,"1802 West Avenue, #100
Austin, Texas 78701
(30.28207119400048, -97.74619930499966)",0.942312
2013-07-18,2014-07-18,Pamela Madere,Austin Presbetyrian Theological Seminary,Religious Organization,301,"100 East 27th Street
Austin, Texas 78705
(30.291727685000467, -97.73770827299967)",0.942312
2013-07-18,2014-07-18,Pamela Madere,The Brohn Group,Real Estate,117,"8140 N. Mopac Espressway, Building 4, Ste. 270
Austin, Texas 78759
(30.367255114000443, -97.74337211899967)",0.924018406868
2013-07-18,2014-07-18,Pamela Madere,CBL and Associates Management,Real Estate,285,"2030 Hamilton Place Blvd. Suite 500
Chattanooga, Tennessee 37421
(35.03486395400046, -85.16236413199965)",0.860941
2013-07-09,2014-07-09,Amanda Swor,Hixon Properties,Real Estate Development,421,"315 East Commerce Street, Suite 300
San Antonio, Texas 78205
(29.42414851400048, -98.4896360949997)",0.896362155676
2013-07-09,2014-07-09,Amanda Swor,Post Paggi,Real Estate Developement,424,"8205 Santa Monica Boulevard #298
Los Angeles, California 90046
(34.09077820100049, -118.36780018199971)",0.912786146005
2013-07-09,2014-07-09,Amanda Swor,Trinsic Residential Group,Real Estate,426,"3100 Monticello Avenue, Suite 900
Dallas, Texas 75205
(32.82711624300049, -96.7859214879997)",0.900774429242
2013-07-09,2014-07-09,Amanda Swor,Cousins Properties,Real Estate,386,"6300 Bee Cave Road, Building 2, Suite 220
Austin, Texas 78746
(30.296447557000477, -97.83091419899966)",0.916902371815
2012-07-05,2013-07-05,Gregory Hartman,Seton Healthcare,Healthcare Provider,427,"1345 Philomena
Austin, Texas 78723
(30.30229735600045, -97.70810632499968)",0.723133730166
2013-07-01,2014-07-01,Philip Haag,River Place Municipal Utility District,Municipal Utility District,429,"14050 Summit, Suite 113
Austin, Texas 78728
(30.43882306100045, -97.6916915919997)",0.90861825645
2013-06-28,2014-06-28,Joe Garcia,Greater Austin Transportation,Transportation,431,"10630 Joseph Clayton Drive
Austin, Texas 78753
(30.369946092000475, -97.67770608399968)",0.888458805425
2010-06-24,2011-06-24,Alison Gardner,"Dawlett, Haythem",Real Property Owner,419,"2101 Lakeway Boulevard
Austin, Texas 78734
(30.357573750000483, -97.9785034739997)",0.880483840193
2010-06-24,2011-06-24,Alison Gardner,Crescent Recourses,Real Property Owners,274,"11 Village Park Square
Bluffton, South Carolina 29910
(32.208338050000464, -80.88120917899965)",0.895962131023
